doy = UTC, AirtT = degC, RH = %, WS = m/s, WDir = deg, atmP = kPa, SWin = W/m2, Rain = mm
10-Apr-2021 05:00:001,9.3,73,0.447,0,96.1008,0,0
10-Apr-2021 06:00:001,7.9,79,0.447,0,96.1313,0,0
10-Apr-2021 07:00:001,6.6,83,0.447,0,96.1719,0,0
10-Apr-2021 08:00:001,5.7,86,0.447,0,96.1787,0,0
10-Apr-2021 09:00:001,5.7,87,0.8941,0,96.1652,0,0
10-Apr-2021 10:00:001,4.8,89,0.447,0,96.1279,0,0
10-Apr-2021 11:00:001,4.4,88,0.447,0,96.1618,0,0
10-Apr-2021 12:00:001,3.5,90,0.8941,0,96.1956,0,0
10-Apr-2021 13:00:001,3.1,90,0.8941,0,96.1821,0,0
10-Apr-2021 14:00:001,2.9,91,0.8941,0,96.2024,8,0
10-Apr-2021 15:00:001,4.4,91,0.8941,0,96.216,53,0
10-Apr-2021 16:00:001,8.9,79,0.447,270,96.2295,325,0
10-Apr-2021 17:00:001,10.9,70,1.3411,0,96.2058,438,0
10-Apr-2021 18:00:001,12.8,67,1.3411,0,96.2566,692,0
10-Apr-2021 19:00:001,14.8,51,0.8941,0,96.199,802,0
10-Apr-2021 20:00:001,17.4,40,1.3411,0,96.0839,862,0
10-Apr-2021 21:00:001,19.9,45,1.3411,0,95.9755,874,0
10-Apr-2021 22:00:001,22.1,38,2.2352,315,95.8909,820,0
10-Apr-2021 23:00:001,22.2,40,1.7882,270,95.7859,701,0
11-Apr-20211,23.1,33,1.3411,270,95.6911,532,0
11-Apr-2021 01:00:001,22.8,36,1.3411,270,95.6606,328,0
11-Apr-2021 02:00:001,20.4,43,1.3411,202.5,95.6606,112,0
11-Apr-2021 03:00:001,17.1,54,1.3411,0,95.7046,0,0
11-Apr-2021 04:00:001,14.6,57,0.447,0,95.8028,0,0
11-Apr-2021 05:00:001,15,57,0.8941,270,95.8231,0,0
11-Apr-2021 06:00:001,10.8,68,0.447,0,95.796,0,0
11-Apr-2021 07:00:001,8.7,75,0.8941,0,95.7554,0,0
11-Apr-2021 08:00:001,8,76,0.447,0,95.7283,0,0
11-Apr-2021 09:00:001,7.1,80,0.447,0,95.6911,0,0
11-Apr-2021 10:00:001,6.1,81,0.447,0,95.6674,0,0
11-Apr-2021 11:00:001,5.3,84,0.8941,0,95.6335,0,0
11-Apr-2021 12:00:001,4.6,87,0.447,0,95.603,0,0
11-Apr-2021 13:00:001,3.8,89,0.447,0,95.5759,0,0
11-Apr-2021 14:00:001,3.8,89,0.8941,0,95.5962,8,0
11-Apr-2021 15:00:001,5.6,87,0,0,95.6369,55,0
11-Apr-2021 16:00:001,10.3,74,0.447,0,95.6335,349,0
11-Apr-2021 17:00:001,12.1,73,1.3411,0,95.6369,440,0
11-Apr-2021 18:00:001,14.1,67,1.7882,0,95.5861,701,0
11-Apr-2021 19:00:001,15.9,56,1.3411,315,95.5488,799,0
11-Apr-2021 20:00:001,17.3,52,1.3411,0,95.4608,878,0
11-Apr-2021 21:00:001,20.2,47,1.7882,0,95.3795,787,0
11-Apr-2021 22:00:001,22.6,37,1.3411,0,95.3084,782,0
11-Apr-2021 23:00:001,22.8,40,1.3411,0,95.2542,702,0
12-Apr-20211,23.7,38,1.3411,0,95.2034,527,0
12-Apr-2021 01:00:001,25.4,27,1.3411,225,95.1662,303,0
12-Apr-2021 02:00:001,24.1,34,1.7882,225,95.1526,133,0
12-Apr-2021 03:00:001,21,40,0.447,0,95.1628,0,0
12-Apr-2021 04:00:001,18.4,45,0.447,0,95.2204,0,0
12-Apr-2021 05:00:001,16.3,52,0.447,0,95.2407,0,0
12-Apr-2021 06:00:001,13.7,60,0.447,0,95.2678,0,0
12-Apr-2021 07:00:001,12.6,68,0.447,0,95.2881,0,0
12-Apr-2021 08:00:001,11.4,68,0.447,0,95.2542,0,0
12-Apr-2021 09:00:001,9.6,74,0.8941,0,95.2305,0,0
12-Apr-2021 10:00:001,8.9,76,0.447,0,95.217,0,0
12-Apr-2021 11:00:001,8.3,78,0.447,0,95.2407,0,0
12-Apr-2021 12:00:001,7.2,81,0.447,0,95.2102,0,0
12-Apr-2021 13:00:001,6.4,84,0.447,0,95.2204,0,0
12-Apr-2021 14:00:001,5.4,87,0.447,0,95.2237,11,0
12-Apr-2021 15:00:001,7.8,84,0.447,0,95.2915,72,0
12-Apr-2021 16:00:001,12.6,73,0.447,202.5,95.3287,346,0
12-Apr-2021 17:00:001,14.7,74,1.3411,0,95.3321,425,0
12-Apr-2021 18:00:001,15.7,72,1.3411,0,95.3355,699,0
12-Apr-2021 19:00:001,18,54,1.3411,0,95.2982,813,0
12-Apr-2021 20:00:001,19.6,51,1.7882,0,95.2407,866,0
12-Apr-2021 21:00:001,21.6,42,1.3411,0,95.1831,867,0
12-Apr-2021 22:00:001,24.5,33,1.7882,247.5,95.1492,816,0
12-Apr-2021 23:00:001,25.5,25,2.2352,225,95.1086,671,0
13-Apr-20211,25.1,25,2.6822,225,95.0714,517,0
13-Apr-2021 01:00:001,24.6,28,2.2352,225,95.068,333,0
13-Apr-2021 02:00:001,22.7,35,2.2352,225,95.0951,113,0
13-Apr-2021 03:00:001,19.9,32,1.3411,0,95.112,1,0
13-Apr-2021 04:00:001,16.8,34,0.447,0,95.1052,0,0
13-Apr-2021 05:00:001,15.1,37,0.447,0,95.1086,0,0
13-Apr-2021 06:00:001,12.6,47,0.447,0,95.1188,0,0
13-Apr-2021 07:00:001,10.6,55,0.447,0,95.1459,0,0
13-Apr-2021 08:00:001,10.7,52,0.447,0,95.156,0,0
13-Apr-2021 09:00:001,9.5,56,1.3411,0,95.1459,0,0
13-Apr-2021 10:00:001,8.6,60,0.8941,0,95.1188,0,0
13-Apr-2021 11:00:001,7.2,63,0.447,0,95.0781,0,0
13-Apr-2021 12:00:001,6.2,68,0.447,0,95.0714,0,0
13-Apr-2021 13:00:001,5.4,69,0.447,0,95.068,0,0
13-Apr-2021 14:00:001,5.6,69,0.8941,0,95.1018,12,0
13-Apr-2021 15:00:001,9.3,63,0.8941,0,95.1662,54,0
13-Apr-2021 16:00:001,14.1,45,1.3411,0,95.1628,359,0
13-Apr-2021 17:00:001,15.6,38,0.8941,0,95.1662,463,0
13-Apr-2021 18:00:001,15.6,39,1.7882,0,95.1899,711,0
13-Apr-2021 19:00:001,16.9,36,1.7882,0,95.1729,822,0
13-Apr-2021 20:00:001,18.3,35,1.3411,0,95.1425,875,0
13-Apr-2021 21:00:001,19.7,29,1.3411,0,95.1052,866,0
13-Apr-2021 22:00:001,20.9,32,0.8941,22.5,95.0375,801,0
13-Apr-2021 23:00:001,21.5,28,1.3411,225,94.9901,688,0
14-Apr-20211,20.1,39,4.0234,270,94.9461,523,0
14-Apr-2021 01:00:001,18.8,36,3.5763,270,94.9799,334,0
14-Apr-2021 02:00:001,17.6,37,2.6822,0,95.0104,119,0
14-Apr-2021 03:00:001,15.6,40,1.7882,0,95.0477,2,0
14-Apr-2021 04:00:001,14.4,39,0.8941,0,95.0951,0,0
14-Apr-2021 05:00:001,11.2,46,0.447,0,95.1357,0,0
14-Apr-2021 06:00:001,9.8,52,0.8941,0,95.1526,0,0
14-Apr-2021 07:00:001,7.7,61,0.8941,0,95.2136,0,0
14-Apr-2021 08:00:001,7.1,62,0.8941,0,95.2407,0,0
14-Apr-2021 09:00:001,6.8,64,0.447,0,95.2915,0,0
14-Apr-2021 10:00:001,7.7,68,0.447,0,95.3084,0,0
14-Apr-2021 11:00:001,7.8,66,0.447,0,95.3118,0,0
14-Apr-2021 12:00:001,6.1,62,0.447,0,95.3287,0,0
14-Apr-2021 13:00:001,5.2,66,0.8941,0,95.4235,0,0
14-Apr-2021 14:00:001,5,71,0.447,0,95.5048,13,0
14-Apr-2021 15:00:001,6.9,64,0.447,0,95.5793,50,0
14-Apr-2021 16:00:001,11.5,53,0.447,157.5,95.603,347,0
14-Apr-2021 17:00:001,13.6,55,1.3411,0,95.6098,451,0
14-Apr-2021 18:00:001,14.3,51,2.2352,0,95.6572,693,0
14-Apr-2021 19:00:001,16.1,43,1.3411,0,95.6674,806,0
14-Apr-2021 20:00:001,17.8,35,1.3411,292.5,95.6233,868,0
14-Apr-2021 21:00:001,19.1,29,0.8941,0,95.5861,871,0
14-Apr-2021 22:00:001,20,26,0.8941,0,95.5353,814,0
14-Apr-2021 23:00:001,20.3,26,1.7882,225,95.4811,714,0
15-Apr-20211,18.7,41,3.1293,270,95.559,516,0
15-Apr-2021 01:00:001,18.2,45,2.6822,292.5,95.62,321,0
15-Apr-2021 02:00:001,18.1,44,1.7882,0,95.5962,114,0
15-Apr-2021 03:00:001,15.9,37,0.8941,0,95.6098,3,0
15-Apr-2021 04:00:001,14.2,40,0,0,95.6538,0,0
15-Apr-2021 05:00:001,10.9,52,0.8941,0,95.6674,0,0
15-Apr-2021 06:00:001,9.9,55,0.447,0,95.7046,0,0
15-Apr-2021 07:00:001,9.1,57,0.8941,0,95.7419,0,0
15-Apr-2021 08:00:001,7.7,63,0.447,0,95.7622,0,0
15-Apr-2021 09:00:001,7.1,70,0.447,0,95.7622,0,0
15-Apr-2021 10:00:001,5.5,74,0.447,0,95.796,0,0
15-Apr-2021 11:00:001,5.7,75,0.447,0,95.7757,0,0
15-Apr-2021 12:00:001,3.9,79,0.447,0,95.8062,0,0
15-Apr-2021 13:00:001,3.5,80,0.8941,0,95.8164,0,0
15-Apr-2021 14:00:001,2.7,84,0.447,0,95.8367,12,0
15-Apr-2021 15:00:001,5.4,75,0.8941,0,95.918,47,0
15-Apr-2021 16:00:001,10.1,66,0.447,202.5,95.9213,354,0
15-Apr-2021 17:00:001,11.6,66,1.3411,0,95.9349,461,0
15-Apr-2021 18:00:001,13.8,61,1.3411,315,95.8943,697,0
15-Apr-2021 19:00:001,16.4,54,1.7882,0,95.8807,812,0
15-Apr-2021 20:00:001,19.6,36,2.2352,0,95.8164,870,0
15-Apr-2021 21:00:001,19.8,39,2.2352,0,95.8028,860,0
15-Apr-2021 22:00:001,20.3,35,1.3411,315,95.8096,803,0
15-Apr-2021 23:00:001,20.6,32,1.7882,225,95.752,684,0
16-Apr-20211,20.6,27,2.6822,135,95.7486,517,0
16-Apr-2021 01:00:001,19.9,27,2.6822,135,95.7723,322,0
16-Apr-2021 02:00:001,18.9,28,1.3411,180,95.796,115,0
16-Apr-2021 03:00:001,16.9,43,1.3411,0,95.8739,2,0
16-Apr-2021 04:00:001,14.7,44,0.447,0,95.9586,0,0
16-Apr-2021 05:00:001,12.2,50,0.447,0,95.9755,0,0
16-Apr-2021 06:00:001,9.9,59,0.447,0,95.962,0,0
16-Apr-2021 07:00:001,8.4,65,0.447,0,95.9552,0,0
16-Apr-2021 08:00:001,7.8,69,0.447,0,95.945,0,0
16-Apr-2021 09:00:001,7,75,0.447,0,95.945,0,0
16-Apr-2021 10:00:001,6.4,78,0.447,0,95.9213,0,0
16-Apr-2021 11:00:001,5.6,81,0.447,0,95.8976,0,0
16-Apr-2021 12:00:001,4.4,84,0.447,0,95.8841,0,0
16-Apr-2021 13:00:001,4.6,82,0.447,0,95.8705,0,0
16-Apr-2021 14:00:001,3.7,85,0.447,0,95.8909,14,0
16-Apr-2021 15:00:001,6.3,80,0,0,95.9112,60,0
16-Apr-2021 16:00:001,10.9,69,0.447,0,95.9247,343,0
16-Apr-2021 17:00:001,13.3,64,0.8941,337.5,95.9146,465,0
16-Apr-2021 18:00:001,14.9,61,1.3411,0,95.8401,692,0
16-Apr-2021 19:00:001,17.4,44,0.8941,0,95.8062,806,0
16-Apr-2021 20:00:001,20.4,42,1.3411,0,95.7419,862,0
16-Apr-2021 21:00:001,22.6,28,0.8941,337.5,95.7012,863,0
16-Apr-2021 22:00:001,24.4,27,0.447,270,95.6674,804,0
16-Apr-2021 23:00:001,24.9,24,0.447,292.5,95.6335,684,0
17-Apr-20211,23.3,42,2.2352,270,95.6098,514,0
17-Apr-2021 01:00:001,21.9,34,3.5763,270,95.6538,322,0
17-Apr-2021 02:00:001,21.2,37,2.6822,270,95.6775,117,0
17-Apr-2021 03:00:001,19.5,47,1.7882,0,95.7656,3,0
17-Apr-2021 04:00:001,17.4,40,0.8941,0,95.8096,0,0
17-Apr-2021 05:00:001,14,49,0.8941,0,95.8841,0,0
17-Apr-2021 06:00:001,12.2,53,0.447,0,95.8909,0,0
17-Apr-2021 07:00:001,11.1,57,0.447,0,95.8875,0,0
17-Apr-2021 08:00:001,9.7,63,0.8941,0,95.8536,0,0
17-Apr-2021 09:00:001,9.1,65,0.447,0,95.8672,0,0
17-Apr-2021 10:00:001,7.7,71,0.8941,0,95.8536,0,0
17-Apr-2021 11:00:001,6.9,74,0.8941,0,95.9044,0,0
17-Apr-2021 12:00:001,7,76,0.447,0,95.9247,0,0
17-Apr-2021 13:00:001,5.9,80,0.447,0,95.945,0,0
17-Apr-2021 14:00:001,5.7,80,0.447,0,95.9958,13,0
17-Apr-2021 15:00:001,8.2,78,0.8941,0,96.0297,46,0
17-Apr-2021 16:00:001,13.6,65,0.447,315,96.05,292,0
17-Apr-2021 17:00:001,18.3,53,0.447,292.5,96.0703,454,0
17-Apr-2021 18:00:001,21.3,28,1.3411,337.5,96.0771,716,0
17-Apr-2021 19:00:001,21.6,28,0.8941,315,96.0534,827,0
17-Apr-2021 20:00:001,24.8,23,1.7882,67.5,96.0297,888,0
17-Apr-2021 21:00:001,25.2,20,1.7882,45,96.0128,888,0
17-Apr-2021 22:00:001,25.5,19,1.7882,45,95.9925,828,0
17-Apr-2021 23:00:001,26.3,18,1.3411,45,95.945,708,0
18-Apr-20211,26.4,16,1.3411,45,95.9417,543,0
18-Apr-2021 01:00:001,26.1,16,1.3411,67.5,95.918,348,0
18-Apr-2021 02:00:001,24.7,25,1.3411,90,95.9484,133,0
18-Apr-2021 03:00:001,21,44,1.3411,0,95.9891,3,0
18-Apr-2021 04:00:001,18.6,33,0.447,0,96.0873,0,0
18-Apr-2021 05:00:001,15.7,42,0.447,0,96.1584,0,0
18-Apr-2021 06:00:001,12.7,51,0.8941,0,96.1685,0,0
18-Apr-2021 07:00:001,11.2,55,0.447,0,96.216,0,0
18-Apr-2021 08:00:001,9.6,60,0.8941,0,96.2227,0,0
18-Apr-2021 09:00:001,9.1,63,0.447,0,96.243,0,0
18-Apr-2021 10:00:001,7.1,68,0.447,0,96.2701,0,0
18-Apr-2021 11:00:001,6.8,70,0.447,0,96.3006,0,0
18-Apr-2021 12:00:001,5.6,72,0.8941,0,96.304,0,0
18-Apr-2021 13:00:001,5.3,75,0.447,0,96.3006,0,0
18-Apr-2021 14:00:001,5.1,74,0.8941,0,96.365,17,0
18-Apr-2021 15:00:001,7.9,70,0.447,0,96.3751,58,0
18-Apr-2021 16:00:001,14.1,53,0.447,292.5,96.3819,368,0
18-Apr-2021 17:00:001,15.6,64,0.8941,0,96.365,495,0
18-Apr-2021 18:00:001,16.7,53,1.3411,0,96.3379,714,0
18-Apr-2021 19:00:001,19.4,50,1.3411,0,96.2735,826,0
18-Apr-2021 20:00:001,24.2,27,1.3411,0,96.2363,889,0
18-Apr-2021 21:00:001,26.3,19,0.8941,0,96.199,878,0
18-Apr-2021 22:00:001,27.4,19,1.3411,315,96.1381,812,0
18-Apr-2021 23:00:001,26.9,22,1.7882,270,96.1008,694,0
19-Apr-20211,25.6,36,2.2352,292.5,96.0568,527,0
19-Apr-2021 01:00:001,24.7,33,3.5763,270,96.0771,340,0
19-Apr-2021 02:00:001,24.1,35,2.2352,270,96.0873,132,0
19-Apr-2021 03:00:001,21.9,27,1.3411,0,96.094,1,0
19-Apr-2021 04:00:001,20,31,0.447,0,96.0974,0,0
19-Apr-2021 05:00:001,16.5,40,0.447,0,96.1279,0,0
19-Apr-2021 06:00:001,14.8,44,0.8941,0,96.1415,0,0
19-Apr-2021 07:00:001,14,47,0.8941,0,96.1042,0,0
19-Apr-2021 08:00:001,12.3,55,0,0,96.1076,0,0
19-Apr-2021 09:00:001,11.2,58,0.447,0,96.067,0,0
19-Apr-2021 10:00:001,10,61,0.447,0,96.0636,0,0
19-Apr-2021 11:00:001,9.5,65,0.447,0,96.0365,0,0
19-Apr-2021 12:00:001,8.3,68,0.447,0,96.0703,0,0
19-Apr-2021 13:00:001,7.6,71,0.447,0,96.067,0,0
19-Apr-2021 14:00:001,7.8,70,0.447,0,96.1042,15,0
19-Apr-2021 15:00:001,10.2,67,0.447,135,96.1313,55,0
19-Apr-2021 16:00:001,15.8,49,0.8941,135,96.1211,373,0
19-Apr-2021 17:00:001,16.9,55,1.7882,0,96.0805,501,0
19-Apr-2021 18:00:001,19.1,42,1.3411,0,96.111,713,0
19-Apr-2021 19:00:001,21.9,35,1.3411,0,96.094,825,0
19-Apr-2021 20:00:001,23.8,34,0.8941,0,95.9958,886,0
19-Apr-2021 21:00:001,25.2,30,1.3411,0,95.918,886,0
19-Apr-2021 22:00:001,25.7,33,1.3411,270,95.8435,820,0
19-Apr-2021 23:00:001,24.7,35,2.2352,270,95.7757,677,0
20-Apr-20211,22.1,45,4.9174,270,95.8265,539,0
20-Apr-2021 01:00:001,22.5,43,1.7882,292.5,95.8028,341,0
20-Apr-2021 02:00:001,20.8,48,2.2352,0,95.7825,51,0
20-Apr-2021 03:00:001,18.8,48,2.6822,0,95.7825,3,0
20-Apr-2021 04:00:001,17.7,47,1.3411,0,95.813,0,0
20-Apr-2021 05:00:001,17.6,43,1.3411,0,95.7994,0,0
20-Apr-2021 06:00:001,16.8,47,0.8941,225,95.7656,0,0
20-Apr-2021 07:00:001,16.1,50,1.7882,270,95.7452,0,0
20-Apr-2021 08:00:001,15.5,48,0.8941,270,95.7283,0,0
20-Apr-2021 09:00:001,9.9,64,0.8941,0,95.6707,0,0
20-Apr-2021 10:00:001,8.9,65,0.8941,0,95.5996,0,0
20-Apr-2021 11:00:001,7.6,68,0.8941,0,95.6098,0,0
20-Apr-2021 12:00:001,6.6,72,0.447,0,95.5759,0,0
20-Apr-2021 13:00:001,6.6,71,0.447,0,95.5556,0,0
20-Apr-2021 14:00:001,5.6,75,0.447,0,95.5895,21,0
20-Apr-2021 15:00:001,7.8,73,0.447,0,95.5556,88,0
20-Apr-2021 16:00:001,11.9,58,0.447,0,95.5759,383,0
20-Apr-2021 17:00:001,13.8,59,0.8941,0,95.5353,512,0
20-Apr-2021 18:00:001,14.8,59,1.7882,0,95.4743,719,0
20-Apr-2021 19:00:001,16.3,57,1.3411,0,95.41,824,0
20-Apr-2021 20:00:001,17.8,57,1.3411,270,95.2949,877,0
20-Apr-2021 21:00:001,18.5,54,1.7882,270,95.2305,869,0
20-Apr-2021 22:00:001,19.5,56,1.7882,0,95.156,805,0
20-Apr-2021 23:00:001,20.2,60,2.2352,270,95.1052,696,0
21-Apr-20211,18.4,55,2.6822,0,95.1526,253,0
21-Apr-2021 01:00:001,19.8,45,1.7882,45,95.1492,372,0
21-Apr-2021 02:00:001,19.9,43,0.447,135,95.1222,184,0
21-Apr-2021 03:00:001,17.2,62,1.7882,0,95.1628,7,0
21-Apr-2021 04:00:001,15.8,66,1.3411,270,95.217,0,0
21-Apr-2021 05:00:001,12.8,70,0.447,0,95.2068,0,0
21-Apr-2021 06:00:001,11.7,74,0.8941,0,95.2441,0,0
21-Apr-2021 07:00:001,10.1,79,0.447,0,95.1899,0,0
21-Apr-2021 08:00:001,9.6,79,0.8941,0,95.2271,0,0
21-Apr-2021 09:00:001,8.6,82,0.8941,0,95.2475,0,0
21-Apr-2021 10:00:001,7.8,84,0.447,0,95.2373,0,0
21-Apr-2021 11:00:001,7.7,84,0.447,0,95.2339,0,0
21-Apr-2021 12:00:001,7,88,0.447,0,95.2407,0,0
21-Apr-2021 13:00:001,6.1,89,0.447,0,95.2407,0,0
21-Apr-2021 14:00:001,6,90,0.447,0,95.2441,16,0
21-Apr-2021 15:00:001,8.8,85,0,0,95.2915,129,0
21-Apr-2021 16:00:001,13.1,77,0.8941,0,95.2949,376,0
21-Apr-2021 17:00:001,14.8,73,1.3411,0,95.2881,514,0
21-Apr-2021 18:00:001,17,68,1.3411,0,95.3016,714,0
21-Apr-2021 19:00:001,18.9,53,1.3411,0,95.2475,827,0
21-Apr-2021 20:00:001,21.3,43,1.7882,0,95.1729,881,0
21-Apr-2021 21:00:001,23.1,29,1.3411,0,95.1459,875,0
21-Apr-2021 22:00:001,23.8,26,0.8941,0,95.1357,808,0
21-Apr-2021 23:00:001,24.3,31,1.3411,0,95.0917,687,0
22-Apr-20211,24.3,34,2.2352,225,95.0477,527,0
22-Apr-2021 01:00:001,23.4,36,1.7882,202.5,95.0646,338,0
22-Apr-2021 02:00:001,22.4,45,2.2352,270,95.0443,130,0
22-Apr-2021 03:00:001,20.6,38,0.8941,0,95.0849,7,0
22-Apr-2021 04:00:001,17.3,53,0.447,0,95.1628,0,0
22-Apr-2021 05:00:001,15.1,58,0.447,0,95.2068,0,0
22-Apr-2021 06:00:001,13.5,61,0.8941,0,95.261,0,0
22-Apr-2021 07:00:001,11.9,66,0.447,0,95.2813,0,0
22-Apr-2021 08:00:001,10.3,71,0.447,0,95.2915,0,0
22-Apr-2021 09:00:001,8.9,75,0.447,0,95.2881,0,0
22-Apr-2021 10:00:001,9,75,0.447,0,95.2678,0,0
22-Apr-2021 11:00:001,7.9,81,0.447,0,95.2644,0,0
22-Apr-2021 12:00:001,6.9,83,0.447,0,95.3253,0,0
22-Apr-2021 13:00:001,7,85,0.447,0,95.3084,0,0
22-Apr-2021 14:00:001,6.3,86,0.447,0,95.3321,16,0
22-Apr-2021 15:00:001,9.9,81,0.447,135,95.3998,159,0
22-Apr-2021 16:00:001,14.2,67,0.447,315,95.4066,381,0
22-Apr-2021 17:00:001,15.6,65,0.8941,0,95.454,526,0
22-Apr-2021 18:00:001,17.4,50,1.3411,0,95.4371,719,0
22-Apr-2021 19:00:001,20,46,1.7882,0,95.3998,830,0
22-Apr-2021 20:00:001,20.9,50,1.3411,0,95.366,879,0
22-Apr-2021 21:00:001,23.8,40,1.3411,225,95.3287,875,0
22-Apr-2021 22:00:001,23.3,40,2.6822,225,95.3152,810,0
22-Apr-2021 23:00:001,23.3,40,2.2352,225,95.2508,696,0
23-Apr-20211,21.7,47,3.1293,225,95.2779,529,0
23-Apr-2021 01:00:001,21.1,45,3.1293,225,95.2542,344,0
23-Apr-2021 02:00:001,20.6,46,1.7882,247.5,95.2237,139,0
23-Apr-2021 03:00:001,17.9,49,1.3411,0,95.2542,4,0
23-Apr-2021 04:00:001,14.8,60,0.447,90,95.3558,0,0
23-Apr-2021 05:00:001,13.9,63,0.447,0,95.4134,0,0
23-Apr-2021 06:00:001,12.9,64,0.447,0,95.3998,0,0
23-Apr-2021 07:00:001,11.6,67,0.447,0,95.3965,0,0
23-Apr-2021 08:00:001,10.4,70,0.447,0,95.41,0,0
23-Apr-2021 09:00:001,9.9,69,0.447,0,95.4642,0,0
23-Apr-2021 10:00:001,9.5,70,0.447,0,95.4235,0,0
23-Apr-2021 11:00:001,7.9,75,0.447,0,95.4269,0,0
23-Apr-2021 12:00:001,7.1,77,0.447,0,95.4574,0,0
23-Apr-2021 13:00:001,7.1,77,0.8941,0,95.4811,0,0
23-Apr-2021 14:00:001,6.4,81,0.447,0,95.5861,19,0
23-Apr-2021 15:00:001,9.6,74,0.447,135,95.6267,178,0
23-Apr-2021 16:00:001,13.9,61,0.447,0,95.6809,372,0
23-Apr-2021 17:00:001,14.8,65,0.8941,0,95.7046,523,0
23-Apr-2021 18:00:001,16.7,59,1.3411,0,95.7114,707,0
23-Apr-2021 19:00:001,18.1,60,1.7882,0,95.7046,801,0
23-Apr-2021 20:00:001,20.6,52,0.8941,0,95.6267,874,0
23-Apr-2021 21:00:001,23.3,30,1.7882,157.5,95.6064,861,0
23-Apr-2021 22:00:001,23.3,35,2.2352,202.5,95.5692,736,0
23-Apr-2021 23:00:001,22.7,36,2.6822,225,95.5353,589,0
24-Apr-20211,21.4,38,2.2352,225,95.5421,397,0
24-Apr-2021 01:00:001,19.3,52,2.2352,270,95.5556,210,0
24-Apr-2021 02:00:001,17.5,54,3.1293,0,95.5895,74,0
24-Apr-2021 03:00:001,15.3,46,2.2352,0,95.6267,1,0
24-Apr-2021 04:00:001,14.3,43,1.3411,0,95.6166,0,0
24-Apr-2021 05:00:001,13.2,46,0.447,0,95.7012,0,0
24-Apr-2021 06:00:001,13.4,62,1.3411,0,95.752,0,0
24-Apr-2021 07:00:001,12.1,65,1.3411,0,95.7012,0,0
24-Apr-2021 08:00:001,11.2,58,0.447,0,95.6301,0,0
24-Apr-2021 09:00:001,10.2,67,0.447,0,95.6335,0,0
24-Apr-2021 10:00:001,9.6,64,0.8941,0,95.5895,0,0
24-Apr-2021 11:00:001,9.4,69,1.3411,0,95.5996,0,0
24-Apr-2021 12:00:001,9.1,72,1.3411,0,95.6437,0,0
24-Apr-2021 13:00:001,8.9,75,0.8941,0,95.6741,0,0
24-Apr-2021 14:00:001,8.6,77,0.8941,0,95.7588,13,0
24-Apr-2021 15:00:001,8.6,77,0.8941,0,95.813,51,0
24-Apr-2021 16:00:001,9.8,67,0.8941,157.5,95.7825,297,0
24-Apr-2021 17:00:001,10.3,69,1.3411,0,95.8435,223,0
24-Apr-2021 18:00:001,11.1,72,1.7882,0,95.8401,288,0
24-Apr-2021 19:00:001,12.4,68,1.3411,0,95.8773,393,0
24-Apr-2021 20:00:001,13.6,62,1.3411,0,95.7893,456,0
24-Apr-2021 21:00:001,12.2,77,1.7882,202.5,95.7893,398,0
24-Apr-2021 22:00:001,14.1,62,2.2352,0,95.6978,617,0
24-Apr-2021 23:00:001,13.7,61,2.6822,0,95.6267,366,0
25-Apr-20211,13.1,61,1.7882,202.5,95.5962,209,0
25-Apr-2021 01:00:001,12.6,63,1.7882,202.5,95.5895,173,0
25-Apr-2021 02:00:001,11.9,68,1.3411,0,95.5962,47,0
25-Apr-2021 03:00:001,10.8,69,0.8941,0,95.559,0,0
25-Apr-2021 04:00:001,10.2,73,1.3411,0,95.5285,0,0
25-Apr-2021 05:00:001,9.4,75,1.7882,0,95.5556,0,0
25-Apr-2021 06:00:001,9.1,77,1.3411,0,95.5793,0,0
25-Apr-2021 07:00:001,8.7,78,0.8941,0,95.5759,0,0
25-Apr-2021 08:00:001,8.3,77,0.8941,0,95.5725,0,0
25-Apr-2021 09:00:001,8.1,76,0.447,0,95.4811,0,0
25-Apr-2021 10:00:001,8.1,74,0.8941,0,95.4235,0,0
25-Apr-2021 11:00:001,7.3,77,0,0,95.3795,0,0
25-Apr-2021 12:00:001,7.3,79,0.447,0,95.349,0,0
25-Apr-2021 13:00:001,7.3,80,0,0,95.3355,0,0
25-Apr-2021 14:00:001,6.8,88,0,0,95.3253,8,0
25-Apr-2021 15:00:001,7.4,90,0.447,0,95.3321,87,0
25-Apr-2021 16:00:001,8.6,85,1.3411,0,95.3152,165,0
25-Apr-2021 17:00:001,8.7,87,1.3411,0,95.322,97,0.01
25-Apr-2021 18:00:001,8.4,88,1.3411,0,95.3727,146,0.01
25-Apr-2021 19:00:001,8.7,89,0.8941,0,95.3558,199,0.02
25-Apr-2021 20:00:001,9.5,86,2.6822,0,95.3355,232,0
25-Apr-2021 21:00:001,11.2,75,2.6822,0,95.3253,496,0
25-Apr-2021 22:00:001,12.6,64,2.2352,0,95.261,290,0
25-Apr-2021 23:00:001,12.5,60,2.2352,0,95.2576,344,0
26-Apr-20211,12.8,59,2.6822,0,95.2068,394,0
26-Apr-2021 01:00:001,12.3,59,2.6822,0,95.217,408,0
26-Apr-2021 02:00:001,11.7,60,1.7882,270,95.2779,146,0
26-Apr-2021 03:00:001,10.3,66,2.2352,0,95.3186,7,0
26-Apr-2021 04:00:001,8.9,73,1.3411,0,95.3626,0,0
